cell_id,cycle_index,elapsed_time_h,ambient_temperature_c,capacity_ah,soh,rul_cycles,mean_discharge_current_a,mean_temperature_c,mean_voltage_v,re_ohm,rct_ohm
B0005,25,24.55440138888889,24.0,1.8140311275083907,0.9771308478400268,136,-1.9030532722310995,31.688747146342205,3.564103182686905,0.043558785775475374,0.06868237655872211
B0005,26,25.50749166666667,24.0,1.8147691941158939,0.9775284086310274,135,-1.9134590742247914,31.596747992569153,3.559588063594272,0.04526547818261783,0.0681437253042456
B0005,27,26.455382222222227,24.0,1.813969388710352,0.9770975921350076,134,-1.913620909902553,31.565586498787077,3.556833231052199,0.044483715777434665,0.06782555719716843
B0005,28,27.40279555555556,24.0,1.802765665167823,0.9710626880376818,133,-1.9025819745719061,31.59124667045208,3.5624410850948944,0.04441416485910045,0.06885805241213436
B0005,29,28.350217222222227,24.0,1.804077040117352,0.9717690623092355,132,-1.9130621638638965,31.603485399391182,3.5591407106855666,0.04453544590029642,0.06779434699116274
B0005,30,29.29263916666667,24.0,1.8518025516704486,0.9974764875349146,131,-1.920618117118412,31.91556385491565,3.5573161327793144,0.04502135245555801,0.06940408185539676
B0005,31,30.256714722222227,24.0,1.8307038456739428,0.9861116348782737,130,-1.9298830859597569,32.081128118597164,3.561870782772737,0.04646251600050638,0.06993774302336724
B0005,32,31.20507833333334,24.0,1.8199041089501267,0.9802943389447215,129,-1.9293005284805407,31.849792632896243,3.5617586337260088,0.04772385451119983,0.06950417544214327
B0005,33,32.14819472222223,24.0,1.8093079637028517,0.9745867078945714,128,-1.923330987770314,31.465690433362017,3.5597307651083123,0.04694022963323793,0.069661211991841
B0005,34,33.088750277777784,24.0,1.80460990458052,0.9720560906279802,127,-1.9284469980320087,31.40934895665031,3.5575937553540915,0.04702798243208013,0.07112946749607083
B0005,35,34.02435777777779,24.0,1.7993770651972192,0.9692374130950105,126,-1.9231439161693824,31.902247475518077,3.5597237883937995,0.047755380262671634,0.07167079612312527
B0005,36,34.95998722222223,24.0,1.7884432335370462,0.9633478867036308,125,-1.9170149640438081,31.649024294808623,3.559061771422033,0.047022939446838434,0.06976696183555635
B0005,37,35.89296472222223,24.0,1.7829230484252723,0.9603744299218223,124,-1.922048805055383,31.48874626238971,3.557015527748059,0.046245370477528074,0.0719248993978976
B0005,38,36.82060361111112,24.0,1.7730337158018288,0.9550475246530081,123,-1.9162302821549877,31.329995610092634,3.5562481933590964,0.04618610336751238,0.07193787056034481
B0005,39,37.74595500000001,24.0,1.773037755078937,0.9550497004162602,122,-1.9220800182578983,31.569551201845574,3.5532756526091784,0.04773737014313117,0.0703395836124857
B0005,40,38.66850722222223,24.0,1.7678721106662054,0.9522672175646096,121,-1.9162417890311958,32.111426258867944,3.556266431640255,0.04838334154876506,0.06973812701544792
B0005,41,39.591241666666676,24.0,1.7623150704093087,0.9492739086983165,120,-1.9158809823517762,32.271676011112376,3.5563095420140822,0.048037510039299486,0.07012511424776673
B0005,42,40.5111938888889,24.0,1.7676172924938447,0.9521299593373235,119,-1.9114406265753041,31.842291659678658,3.558950851054106,0.048086960073381944,0.0697134641311117
B0005,43,41.43546916666668,24.0,1.762668359743147,0.9494642085785509,118,-1.9158166997544155,31.759815453754253,3.5534418211598053,0.048086960073381944,0.0697134641311117
B0005,44,42.35549083333334,24.0,1.7517304870664143,0.9435725054869607,117,-1.9151304155635374,31.41911167391793,3.5510121537420285,0.04754728174038817,0.07318009891168203
B0005,45,43.27026083333334,24.0,1.7418496047960008,0.9382501520146926,116,-1.9148485784393638,31.331626572312267,3.551317608213948,0.04764092098948851,0.07165247326552959
B0005,46,44.18007416666667,24.0,1.7360913511847138,0.935148459244402,115,-1.9144128654409127,31.35934131425137,3.549003180550162,0.04842436953177311,0.07249983749010006
B0005,47,45.08702305555556,24.0,1.7936240148573608,0.9661385230754256,114,-1.9388813849818083,34.31088483888259,3.5597648340955175,0.04842436953177311,0.07249983749010006
B0005,48,46.011727777777786,24.0,1.7831890223273275,0.9605176972012408,113,-1.927509725704535,33.43585640373788,3.5623454342368555,0.04943074564871873,0.0701407541984291
B0005,49,46.9365238888889,24.0,1.7673642076278957,0.9519936347583842,112,-1.9267185977839403,32.66698125020078,3.558336657621618,0.04974822543014387,0.07112993844977841
B0005,50,47.85362916666668,24.0,1.7570177850353066,0.9464205172265512,111,-1.9261308349663746,32.28423408691397,3.554013138622869,0.04988486594475391,0.07198302765125617
B0005,51,48.76573000000001,24.0,1.7468706179837907,0.9409547290193551,110,-1.9202346781375206,32.00739178780946,3.552376095886298,0.04921638093217895,0.07146374397937286
B0005,52,49.67548694444446,24.0,1.7417172507457144,0.9381788592880077,109,-1.9201011498853633,32.06387071886056,3.549618661283733,0.04994593893656341,0.07088704261645878
B0005,53,50.58261361111113,24.0,1.7364225056478186,0.9353268361401414,108,-1.9144278105456467,32.43754560319043,3.54938103086703,0.048969605147940264,0.07178168505217358
B0005,54,51.489861666666684,24.0,1.7263217239235826,0.92988603346571,107,-1.908340706503589,32.16809876635083,3.5472118680418956,0.05022937602514056,0.0718319241428618
B0005,55,52.394748888888905,24.0,1.7158065389330133,0.9242220117908766,106,-1.902207182631691,32.05752645824972,3.5467052098640246,0.04971526662508074,0.07139027154395669
B0005,56,53.29713583333335,24.0,1.710533351135192,0.9213816005181208,105,-1.9020484449938713,31.975920928072714,3.544629653883431,0.04913216601843565,0.0724518691988788
B0005,57,54.196793055555574,24.0,1.706014499648521,0.9189475137389712,104,-1.8964907679062355,32.21689335291319,3.5436291614253204,0.04920968322529824,0.07304025099509703
B0005,58,55.09683194444446,24.0,1.7003110272642588,0.9158753289666399,103,-1.895971437908019,32.55632993697177,3.5444946147995258,0.04950631616559385,0.07251082944035009
B0005,59,55.99408444444446,24.0,1.6945798601797895,0.9127882263985312,102,-1.8899648799839277,32.40048085325998,3.5409201846556857,0.04865176277959679,0.07201762091170956
B0005,60,56.89124583333335,24.0,1.6849029086609286,0.9075757205607075,101,-1.8893703824420507,32.29371860868794,3.541195668799061,0.04916575568371288,0.07316993618002728
B0005,61,57.78359833333335,24.0,1.6744741591159717,0.9019582574806932,100,-1.8776883243431417,32.136071448067796,3.540671044783382,0.04923427342088277,0.07277120733743579
B0005,62,58.676159166666686,24.0,1.6745692479879102,0.902009477257823,99,-1.8831065986697755,32.38268549723498,3.5376048790268775,0.0505475864921389,0.07270866794574943
B0005,63,59.566041944444464,24.0,1.663716375981405,0.896163559916933,98,-1.876359921441716,32.30899951427637,3.538422485261741,0.050118814742107526,0.07301041089661342
B0005,64,60.453576666666685,24.0,1.659013868748246,0.893630546668135,97,-1.8709550260104437,32.56636929496716,3.53928626988912,0.050118814742107526,0.07301041089661342
B0005,65,61.34116361111113,24.0,1.6538540573335014,0.8908512057704355,96,-1.8705599868289542,32.46542951751835,3.533690170241391,0.049792567319026114,0.07343650361620202
B0005,66,62.22624611111113,24.0,1.642653782130131,0.8848181591266643,95,-1.8640049795794804,32.347056454418095,3.534367734544495,0.049865378066600005,0.0732133898164959
B0005,67,63.10859000000002,24.0,1.6378578430223698,0.8822348186450748,94,-1.8636932149873204,32.371538940646154,3.5312941932103548,0.049811932785538866,0.07459618605206403
B0005,68,63.988476944444464,24.0,1.6327350407099108,0.8794754127611387,93,-1.857820396301907,32.45549347979197,3.5309134771684274,0.04850673488997184,0.07458309776342148
B0005,69,64.8683988888889,24.0,1.6277528915533617,0.8767917699307696,92,-1.8572160981955346,32.50017194695606,3.5287226893409893,0.050023074203339506,0.0736638387977965
B0005,70,65.74592055555557,24.0,1.622125485521159,0.8737605584239754,91,-1.8568340008006827,32.50100298369444,3.52625493581969,0.05020469043786587,0.07371885821597624
B0005,71,66.6205952777778,24.0,1.6113256603765849,0.8679432148624366,90,-1.8448886500218815,32.4728927422438,3.528684324337005,0.04975857340773159,0.07465617760875586
B0005,72,67.49534361111112,24.0,1.6065631397488385,0.865377875300024,89,-1.8444180038305806,32.50480154634882,3.525556939424901,0.04968675503783295,0.07355425821939737
B0005,73,68.36771777777778,24.0,1.6015142233917594,0.8626582682073705,88,-1.8438790389835118,32.51218336210202,3.5226805646793737,0.04995005707049774,0.0746229428074614
B0005,74,69.23761361111112,24.0,1.590369231400328,0.8566549999565574,87,-1.83711254029409,32.45692821941515,3.524673458789008,0.050282564251258356,0.07360391142336822
B0005,75,70.10481,24.0,1.5857889968242211,0.854187849075412,86,-1.8315957075983758,32.447059186431154,3.5213155754526824,0.04992007781904663,0.074642062777058
B0005,76,70.97206694444445,24.0,1.5849430707374117,0.853732189598637,85,-1.8311195242792309,32.32889654966259,3.51803386486462,0.05007996435013632,0.07547710929281527
B0005,77,71.83919805555556,24.0,1.5955263892495937,0.8594329115068511,84,-1.8432799764914718,32.84488475360107,3.5236841955396794,0.05007996435013632,0.07547710929281527
B0005,78,72.70610361111112,24.0,1.5747301747801037,0.8482309964083232,83,-1.829798505957538,32.31731555011648,3.519146638240668,0.05487320211540928,0.07934403644117197
B0005,79,73.56827805555557,24.0,1.5649019950937946,0.8429370312695894,82,-1.8236746835609148,32.06376130177751,3.516233648608237,0.055240499862766274,0.08002359358228964
B0005,80,74.4280263888889,24.0,1.5597659473370362,0.8401704907053151,81,-1.8176720770210877,32.21997626855924,3.514773138461639,0.055080368328742545,0.08045008161921993
B0005,81,75.28796555555556,24.0,1.5594815668184234,0.8400173086716403,80,-1.8179238657973993,32.7120225448885,3.5132992979150073,0.05484578494342528,0.08099527914390654
B0005,82,76.14750111111111,24.0,1.55468935359061,0.8374359751414073,79,-1.817160673909645,32.945022147355694,3.514484830704665,0.05808949268604193,0.07900611376190819
B0005,83,77.00487083333333,24.0,1.5488741079890418,0.8343035835418966,78,-1.8110297241968543,32.857549597381336,3.5109677353595243,0.05639999430512618,0.08181491967012575
B0005,84,77.86198888888889,24.0,1.538236598942558,0.8285736718133292,77,-1.8094435644526072,32.629663328789654,3.5109358749578012,0.057159147914507935,0.08086696623694065
B0005,85,78.71398972222222,24.0,1.527914258251028,0.8230135260370756,76,-1.8026537331443495,32.379859014262976,3.509393098217416,0.056998793862942924,0.08250100764416027
B0005,86,79.56347777777778,24.0,1.5285252629756445,0.8233426447360579,75,-1.8031542757366414,32.68215852457039,3.5066782411556563,0.05791594677751306,0.08175057083151278
B0005,87,80.41314777777778,24.0,1.522647325284378,0.8201764839394088,74,-1.7965666438696486,32.99387423636739,3.5109885623008092,0.0585831887959693,0.08269416457353587
B0005,88,81.26275277777778,24.0,1.5174859938489869,0.8173963242800902,73,-1.7959771394311956,33.04539707211165,3.510305462695178,0.05684411239635824,0.082272625759776
B0005,89,82.10978833333333,24.0,1.605818899130659,0.8649769888680268,72,-1.822916991757235,32.856295641052824,3.5222215314850214,0.05667203462955093,0.08291573296417665
B0005,90,82.99234916666666,24.0,1.5638491446744425,0.8423699116610504,71,-1.8294275689587538,33.33950238056361,3.5163492154331264,0.058223361510524915,0.07615092115486195
B0005,91,83.84872055555554,24.0,1.5480915247767786,0.8338820438085877,70,-1.816317296828028,33.35156485472646,3.5134397623234963,0.05869361561103209,0.08099673983388944
B0005,92,84.70268333333333,24.0,1.5323755631868592,0.8254166152720488,69,-1.8033689952639713,33.147486361012966,3.515137522009075,0.05687355099054793,0.08079234772463807
B0005,93,85.55435,24.0,1.5269528268489705,0.8224956494324317,68,-1.802670753119494,33.007275861749356,3.50830390643132,0.058401226760293384,0.0816166339541188
B0005,94,86.40336027777778,24.0,1.5169573017136326,0.8171115433925789,67,-1.7958941337499832,32.91990812745461,3.509190808443004,0.05713926164978321,0.08203042743610463
B0005,95,87.25008777777778,24.0,1.5118975960142693,0.8143861246029738,66,-1.795344963527795,32.99903328622305,3.5068097579555353,0.056846750542401,0.08430934905296765
B0005,96,88.094315,24.0,1.5065638960681105,0.811513118362076,65,-1.7893518988259454,33.03772281691292,3.50609090727422,0.05971458306876328,0.08128077873787101
B0005,97,88.93849472222222,24.0,1.5015453526671363,0.8088098717121404,64,-1.7883879159763685,33.07740307192613,3.5037157727265953,0.057876489486257204,0.0827621596207595
B0005,98,89.78026555555554,24.0,1.4908444050400238,0.8030457886878684,63,-1.7815447770741009,33.05467981523988,3.5067479961367156,0.057106052592570886,0.08389339159553517
B0005,99,90.61943222222222,24.0,1.485868384561201,0.8003654470798278,62,-1.7753115642966961,33.11570360624461,3.5058813026542324,0.05832440115222774,0.0823356083860003
B0005,100,91.45880722222222,24.0,1.480413677976106,0.7974272604140161,61,-1.7742377662318358,33.12942148982364,3.504168333530808,0.05853988727737317,0.08259957408588693
B0005,101,92.2955475,24.0,1.4752095869031632,0.7946240682056631,60,-1.773860289771637,33.130681310493344,3.5030568931470634,0.057610002271573896,0.08361769407052744
B0005,102,93.12961444444444,24.0,1.4859035988304024,0.8003844153038009,59,-1.7809702419814517,33.20069210329718,3.4982324882487936,0.05687744083786221,0.08453629957179691
B0005,103,93.96628111111112,24.0,1.4960918298136696,0.8058723226653155,58,-1.7879098523188452,33.78697527817091,3.5065859365661325,0.05841225795718409,0.07816622903600336
B0005,104,94.80520055555556,24.0,1.4808005946928984,0.7976356737393387,57,-1.780229415660985,33.673365085761986,3.501457140697961,0.06019789084807145,0.08377346645248043
B0005,105,95.63913722222223,24.0,1.4697543268466824,0.79168558341158,56,-1.7731015168894209,33.535818118317145,3.501658387162809,0.05988352416265757,0.08361156763608181
B0005,106,96.47044361111112,24.0,1.4539012274845928,0.7831462853887025,55,-1.7705879947441516,33.32269982188509,3.4966186408455298,0.058875120497055886,0.08370562422038381
B0005,107,97.29390694444446,24.0,1.4541462067235693,0.7832782438583529,54,-1.7600629827474803,33.346230327490304,3.4991645719433246,0.05844518592952695,0.0843513765148262
B0005,108,98.12262222222223,24.0,1.455023751906683,0.7837509350133121,53,-1.765575132998529,33.64948900485925,3.496080777360074,0.06055121054997781,0.08328051476741821
B0005,109,98.94909361111112,24.0,1.449042163761236,0.7805289427291894,52,-1.7588271887545277,33.79269513542102,3.4959014526387993,0.05995025589217596,0.0831904359131708
B0005,110,99.77547833333334,24.0,1.4386709371480566,0.7749424644709048,51,-1.7516428147438297,33.52446663707275,3.49758697990267,0.05956501303684226,0.08487011380929321
B0005,111,100.59943666666668,24.0,1.433445432156979,0.7721277376203588,50,-1.7513097768253418,33.39042251934235,3.4956989619989507,0.059853349010250065,0.08473917663733575
B0005,112,101.42064750000002,24.0,1.4333958900838095,0.7721010517012333,49,-1.7511840784846122,33.67370212742761,3.492875380810072,0.05874548029308314,0.08711721350349075
B0005,113,102.24185416666668,24.0,1.42806487344776,0.7692294908297354,48,-1.7446206812145286,33.91080564765892,3.49551076423368,0.06083767084489383,0.08490902777488013
B0005,114,103.06307805555558,24.0,1.4229203181741186,0.7664583676775116,47,-1.7436362428649814,33.7850680599871,3.4942333590450834,0.05993762786815949,0.08479950183605617
B0005,115,103.88176305555558,24.0,1.417429032731308,0.7635004777498812,46,-1.7425325036061032,33.61126807392732,3.491197414255986,0.05959588691816853,0.08518775171680287
B0005,116,104.69786972222225,24.0,1.412409228794446,0.7607965521102183,45,-1.7419837011363046,33.45598581472246,3.4889094081576237,0.058400743519397356,0.08632938236969102
B0005,117,105.51151555555559,24.0,1.412578792940193,0.7608878881159705,44,-1.7421680980861822,33.723267448788484,3.487376295811431,0.06260506440345279,0.08502111899525971
B0005,118,106.32497500000004,24.0,1.4075983731469897,0.7582051768100095,43,-1.735841378420618,34.050076369857344,3.491994243745711,0.06115195391732467,0.08485577620272611
B0005,119,107.13869027777781,24.0,1.4333920485221476,0.7720989824377313,42,-1.7567879869499758,33.889346908026745,3.491585878898649,0.059630601199984506,0.0850345675980089
B0005,120,107.95703222222225,24.0,1.4382550176792908,0.7747184287655712,41,-1.7573176114092575,34.067648550088656,3.495576227046425,0.059630601199984506,0.0850345675980089
B0005,121,108.77798722222225,24.0,1.4173547174485526,0.7634604477007023,40,-1.7427628393326555,33.75168100943646,3.4938988589692483,0.060986669920577066,0.08583976882422588
B0005,122,109.59399416666669,24.0,1.406981663677643,0.7578729852409039,39,-1.7352637407600366,33.46482299584788,3.49159162968384,0.06100425704109886,0.08588436114872877
B0005,123,110.40762694444447,24.0,1.4012037783587625,0.7547607178190572,38,-1.7344350518111926,33.40210697922146,3.4885729299834787,0.06232914782727364,0.08822161138920462
B0005,124,111.2182866666667,24.0,1.3967008232726328,0.7523351936621817,37,-1.7280392046289716,33.410688917712235,3.4869021151089825,0.061502762788551504,0.0872699062901812
B0005,125,112.0293455555556,24.0,1.391284788852726,0.7494178378216989,36,-1.7326888725308258,33.38984948261314,3.4855485210036417,0.06141907994833745,0.08720378292525818
B0005,126,112.83501833333337,24.0,1.3862287677978349,0.7466944037718938,35,-1.7260735249920125,33.3700433438796,3.4838912547260388,0.06121665145307191,0.0872819262712242
B0005,127,113.64095583333336,24.0,1.3804366761974138,0.74357448411315,34,-1.7195393742714093,33.27215987470977,3.483198941484065,0.062704070176938,0.08679111809854424
B0005,128,114.44684111111114,24.0,1.3752364150256224,0.740773354887346,33,-1.7185829844462923,33.222444215660225,3.4836274447098883,0.06172613583587411,0.0883779260119075
B0005,129,115.25007444444448,24.0,1.3705128024895008,0.7382289732324248,32,-1.717672415155695,33.26207748383125,3.480172442538601,0.06185223703499693,0.08697922184678317
B0005,130,116.0508816666667,24.0,1.3705085566270399,0.7382266861916329,31,-1.7177080769362936,33.312029905516525,3.478452148610975,0.06310358102659182,0.08852234569242505
B0005,131,116.85178861111115,24.0,1.3647355108681518,0.7351170256067291,30,-1.7109669363015376,33.25287943255863,3.4785782556105507,0.06228746060457266,0.08923087570947913
B0005,132,117.65261333333336,24.0,1.375392016895762,0.7408571700903981,29,-1.7184206130755166,33.745054045019884,3.4825195584604582,0.06270549893166993,0.08838724457648714
B0005,133,118.45585111111114,24.0,1.3861115151535393,0.746631245442362,28,-1.7260471943596487,33.88841975386692,3.4886823636752826,0.06270549893166993,0.08838724457648714
B0005,134,119.26175388888892,24.0,1.3698500035838939,0.7378719555127383,27,-1.712021613408506,33.7353756996425,3.4858502383832755,0.06270549893166993,0.08838724457648714
B0005,135,120.06500472222226,24.0,1.3647827949260758,0.735142495242232,26,-1.711022510206629,33.59131052719714,3.478794177297151,0.053286381622558374,0.08156856568421471
B0005,136,120.86584250000003,24.0,1.3543220466259964,0.7295077959801872,25,-1.703421414006958,33.32366688599416,3.4812826020756744,0.05293147474045376,0.08275693411495888
B0005,137,121.66402388888892,24.0,1.3546417018378962,0.7296799787853683,24,-1.703574708739156,33.691961507697364,3.480352041587074,0.05588929297745871,0.08226321054006082
B0005,138,122.46236583333337,24.0,1.3547039213192407,0.7297134934112401,23,-1.7034912994217157,33.887639684793655,3.4781127815565127,0.05841778368115902,0.08029809490533976
B0005,139,123.2607641666667,24.0,1.349314997503458,0.7268107407422197,22,-1.7023383270190764,33.67308060941856,3.4765867130506125,0.056411433170262516,0.0819223123309917
B0005,140,124.0565930555556,24.0,1.3441891937970554,0.7240497181525036,21,-1.7014238498912502,33.411988203265814,3.4733769291841643,0.05568015964086863,0.08177399086572994
B0005,141,124.84967444444449,24.0,1.3389913790695755,0.7212499067079483,20,-1.6950436046971957,33.29926524979532,3.4726366397371127,0.056210257603528525,0.08328067168438782
B0005,142,125.64290361111115,24.0,1.3389145230206971,0.721208508070922,19,-1.695057731610264,33.59980731390034,3.473439372740961,0.05579452141186236,0.0829501208969064
B0005,143,126.4361241666667,24.0,1.3340066759761655,0.7185648881952921,18,-1.6937809113323188,33.61961195858585,3.4754777099091454,0.057799714665998925,0.08190303229216056
B0005,144,127.22707888888893,24.0,1.3286444309174914,0.7156765060826296,17,-1.6869434054016965,33.3945201718652,3.4722884821666766,0.05577529472858128,0.08294674118422612
B0005,145,128.01801222222227,24.0,1.3231708992276219,0.7127281792431958,16,-1.6860649112944592,33.16734508187535,3.471373665098864,0.056559391313402284,0.08237490117893426
B0005,146,128.80615888888894,24.0,1.3181691588445197,0.7100339835664494,15,-1.6795829780331424,33.10962161613893,3.4726160162875095,0.05334424687864744,0.08448562230827522
B0005,147,129.59429250000005,24.0,1.3184664436640334,0.7101941165230103,14,-1.679793840292355,33.46501751186519,3.4738146874457896,0.056262478978249195,0.0830662312193171
B0005,148,130.38276888888893,24.0,1.318293040102702,0.7101007124097442,13,-1.6851739865098712,33.4426191014044,3.4701426486639693,0.05339424998746291,0.08335635527903888
B0005,149,131.1684155555556,24.0,1.323872422244268,0.7131060557689289,12,-1.6863812036302581,33.037928170775885,3.467523652225441,0.05854525235071128,0.08836885185980756
B0005,150,131.95682250000004,24.0,1.3601216766554785,0.7326317762261326,11,-1.715777469309528,33.4949493613756,3.4767525840839255,0.057849417299627566,0.08078773867849699
B0005,151,132.75253000000004,24.0,1.3395306867947354,0.721540405700353,10,-1.7007216920098716,33.491363029025784,3.4758956827369127,0.06142385686894261,0.08496390395839584
B0005,152,133.54319388888894,24.0,1.3290286565120697,0.7158834698305493,9,-1.6928138295817332,33.329808599922345,3.475812179626641,0.05952338030179974,0.08720833121299235
B0005,153,134.33151861111116,24.0,1.3236741274998955,0.7129992439790138,8,-1.6861104874993165,33.27302769298771,3.4746554404904435,0.05926159085880675,0.08777868669454861
B0005,154,135.11989527777783,24.0,1.318633896753293,0.7102843154047166,7,-1.685043785043406,33.229879126701434,3.472301781313945,0.05952378458944331,0.08843007755224046
B0005,155,135.90596277777783,24.0,1.3134751321324272,0.7075055383642601,6,-1.678524839793589,33.20860833999321,3.4729305773503527,0.05967664811705819,0.08584374973711092
B0005,156,136.69196972222227,24.0,1.3132020634442203,0.7073584494666222,5,-1.6839115230941766,33.236115055926255,3.4696192030612285,0.05975988463048883,0.08662483639594361
B0005,157,137.47514666666672,24.0,1.3077959946944353,0.704446461650727,4,-1.6773783325850857,33.18660088296571,3.470018470757559,0.05950259165745283,0.08636882918668189
B0005,158,138.2583630555556,24.0,1.3030329186405918,0.7018808229071344,3,-1.676425373206175,33.174058099115534,3.470762691935287,0.05955598055289399,0.08821831541627395
B0005,159,139.03910527777782,24.0,1.3033573559038205,0.7020555815721221,2,-1.67627880896028,33.253984518546055,3.468111467035994,0.05949136479118529,0.08873029794077426
B0005,160,139.82007333333337,24.0,1.3034100438655642,0.7020839620292978,1,-1.6817992883033976,33.3198093248819,3.4648625780221494,0.06052114924707915,0.08753623977970666
B0005,161,140.59852388888893,24.0,1.2978870806495706,0.699109008817086,0,-1.6750812261110137,33.33765795318198,3.467864133752208,0.05982677899726283,0.08853801860235527
B0005,162,141.3767530555556,24.0,1.2980735056918902,0.6992094269724848,0,-1.675366426273468,33.29076744042025,3.464021404592563,0.057944393691446945,0.08890519876854222
B0005,163,142.15509500000005,24.0,1.293463613844243,0.6967263011532883,0,-1.6744879201095209,33.27568841807217,3.4664623858156745,0.06175931225184275,0.0847212726764891
B0005,164,142.9310366666667,24.0,1.288003392619118,0.6937851440175622,0,-1.6674467270234996,33.32067807371405,3.46850906693551,0.05898908039586478,0.08573621892771217
B0005,165,143.70697833333335,24.0,1.2874525221379407,0.6934884167276275,0,-1.6674702882406252,33.37314972896719,3.466806213058136,0.05763029720163586,0.08742389347930328
B0005,166,144.48266861111114,24.0,1.3090153642307354,0.705103277055252,0,-1.6888978346592105,33.71351889594897,3.471070722008039,0.057823749393303175,0.08975687046479841
B0005,167,145.26100638888892,24.0,1.3250793286429356,0.7137561578838874,0,-1.6979281889133206,33.86531768239223,3.475472204020004,0.057823749393303175,0.08975687046479841
B0006,0,0.0,24.0,2.035337591005598,1.0,101,-1.990533350635129,32.142777859921516,3.556946061827572,,
B0006,1,1.025065,24.0,2.0251402460314116,0.9949898508143074,100,-1.990277542145709,32.29307515705474,3.56147580138708,,
B0006,2,2.0451605555555554,24.0,2.013326371345464,0.9891854698908897,99,-1.9899467848963859,32.24414709253608,3.5667524696413215,,
B0006,3,3.0595052777777774,24.0,2.0132846655407413,0.9891649790372313,98,-1.9896009282099438,32.14711742429942,3.5687953371516272,,
B0006,4,4.068272777777778,24.0,2.000528337624771,0.9828975529491258,97,-1.9895483606575701,32.06687277315468,3.563970503289941,,
B0006,5,5.076376111111111,24.0,2.0138990759931645,0.989466850557287,96,-1.9901040351037365,32.03447836207717,3.5735512387791406,,
